department,station,safety_center,address,jurisdiction
전북소방본부,군산소방서,고군산119지역대,전북특별자치도 군산시 옥도면 무녀도4길 74,군산시 옥도면
전북소방본부,군산소방서,금동119안전센터,전북특별자치도 군산시 군산창길 1,"군산시 신흥동, 군산시 해망동, 군산시 월명동, 군산시 명산동, 군산시 영동, 군산시 금동, 군산시 신창동, 군산시 창성동, 군산시 개복동, 군산시 송창동, 군산시 영화동, 군산시 죽성동, 군산시 장미동, 군산시 평화동, 군산시 금광동, 군산시 송풍동, 군산시 신영동, 군산시 중동, 군산시 금암동 "
전북소방본부,군산소방서,대야119안전센터,전북특별자치도 군산시 대야면 대야관통로 5,"군산시 대야면, 군산시 개정면, 군산시 서수면, 군산시 임피면"
전북소방본부,군산소방서,비응119안전센터,전북특별자치도 군산시 새만금북로 43,"군산시 비응도동, 군산시 오식도동, 군산시 옥도명, 전북특별자치도 서해안"
전북소방본부,군산소방서,사정119안전센터,전북특별자치도 군산시 번영로 308,"군산시 사정동, 군산시 미장동, 군산시 조촌동, 군산시 개정동, 군산시 선양동, 군산시 미원동, 군산시 경장동, 군산시 대명동, 군산시 장재동, 군산시 삼학동, 군산시 수송동, 군산시 오룡동, 군산시 동흥남동, 군산시 서흥남동"
전북소방본부,군산소방서,산북119안전센터,전북특별자치도 군산시 산북로 71-11,"군산시 미룡동, 군산시 산북동, 군산시 신관동, 군산시 개사동, 군산시 옥서면"
전북소방본부,군산소방서,서수119지역대,전북특별자치도 군산시 서수면 아이3길 8,군산시 서수면
전북소방본부,군산소방서,옥구119지역대,전북특별자치도 군산시 옥구읍 상평로 15,군산시 옥구읍
전북소방본부,군산소방서,옥서119지역대,전북특별자치도 군산시 옥서면 옥구저수지로 256,군산시 옥서면
전북소방본부,군산소방서,지곡119안전센터,전북특별자치도 군산시 백토로 223,"군산시 나운동, 군산시 문화동, 군산시 지곡동, 군산시 옥구읍"
전북소방본부,군산소방서,회현119지역대,전북특별자치도 군산시 회현면 대위로 411,"군산시 회현면, 군산시 옥산면"
전북소방본부,김제소방서,119구조대,전북특별자치도 김제시 벽성로 278,
전북소방본부,김제소방서,검산119안전센터,전북특별자치도 김제시 두월로 384,"김제시 검산동, 김제시 백구면, 김제시 용지면"
전북소방본부,김제소방서,교동119안전센터,전북특별자치도 김제시 벽성로 278,"김제시 신풍동, 김제시 요촌동, 김제시 교동, 김제시 부량면, 김제시 죽산면"
전북소방본부,김제소방서,금산119안전센터,전북특별자치도 김제시 금산면 금산사로 29,"김제시 금산면, 김제시 금구면, 김제시 황산면, 김제시 봉남면"
전북소방본부,김제소방서,만경119안전센터,전북특별자치도 김제시 만경읍 두릉길 49,"김제시 만경읍, 김제시 진봉면, 김제시 광활면, 김제시 성덕면, 김제시 공덕면, 김제시 청하면, 김제시 백산면"
전북소방본부,남원소방서,119구조대,전북특별자치도 남원시 요천로 1965,
전북소방본부,남원소방서,금지119안전센터,전북특별자치도 남원시 금지면 요천로 430,"남원시 금지면, 남원시 송동면, 남원시 주생면, 남원시 대강면, 남원시 수지면 "
전북소방본부,남원소방서,대강119지역대,전북특별자치도 남원시 대강면 섬진로 857,남원시 대강면
전북소방본부,남원소방서,사매119지역대,전북특별자치도 남원시 사매면 덕오로 74,"남원시 사매면, 남원시 덕과면, 남원시 보절면"
전북소방본부,남원소방서,수지119지역대,전북특별자치도 남원시 수지면 고주로 623-12,남원시 수지면
전북소방본부,남원소방서,식정119안전센터,전북특별자치도 남원시 요천로 1965,남원시 도통동외 29개소
전북소방본부,남원소방서,용성119지역대,전북특별자치도 남원시 의총로 164,"남원시 향교동, 남원시 죽항동, 남원시 하정동"
전북소방본부,남원소방서,운봉119지역대,전북특별자치도 남원시 운봉읍 바래봉길 35-1,남원시 운봉읍
전북소방본부,남원소방서,인월119안전센터,전북특별자치도 남원시 인월면 황산로 1828,"남원시 운봉읍, 남원시 인월면, 남원시 아영면, 남원시 산내면 "
전북소방본부,무주소방서,119구조대,전북특별자치도 무주군 무주읍 당산강변로 126,
전북소방본부,무주소방서,구천동119안전센터,전북특별자치도 무주군 설천면 구천동1로 54,"무주군 설천면, 무주군 무풍면"
전북소방본부,무주소방서,무주119안전센터,전북특별자치도 무주군 무주읍 당산강변로 126,"무주군 무주읍, 무주군 정상면, 무주군 부남면"
전북소방본부,무주소방서,설천119지역대,전북특별자치도 무주군 설천면 구천동1로 54,무주군 설천면
전북소방본부,무주소방서,안성119지역대,전북특별자치도 무주군 안성면 안성로 340,무주군 안성면
전북소방본부,부안소방서,119구조대,전북특별자치도 부안군 행안면 변산로 86,
전북소방본부,부안소방서,격포119안전센터,전북특별자치도 부안군 변산면 격포항길 64-17,"부안군 변산, 부안군 격포, 부안군 하서"
전북소방본부,부안소방서,부안119안전센터,전북특별자치도 부안군 행안면 변산로 86,"부안군 부안읍, 부안군 줄포, 부안군 계화"
전북소방본부,순창소방서,119구조대,전북특별자치도 순창군 순창읍 교성로 24,
전북소방본부,순창소방서,구림119지역대,전북특별자치도 순창군 구림면 방화로 17,"순창군 구림면 , 순창군 인계면 , 임실군 덕치면"
전북소방본부,순창소방서,동계119지역대,전북특별자치도 순창군 동계면 충효로 380,"순창군 동계면 , 남원시 대강면, 임실군 오수면"
전북소방본부,순창소방서,복흥119지역대,전북특별자치도 순창군 순창읍 교성로 24,순창군
전북소방본부,순창소방서,순창119안전센터,전북특별자치도 순창군 순창읍 교성로 24,"순창군 순창읍, 순창군 인계면, 순창군 유등면, 순창군 인계면, 순창군 적성면, 순창군 풍산면, 순창군 팔덕면, 순창군 동계면, 순창군 구림면, 순창군 쌍치면, 순창군 복흥면"
전북소방본부,순창소방서,쌍치119지역대,전북특별자치도 순창군 쌍치면 운암길 6,"순창군 쌍치면, 순창군 복흥면, 순창군 정읍시"
전북소방본부,익산소방서,여산119지역대,전북특별자치도 익산시 여산면 동헌길 10,익산시 여산면
전북소방본부,완주소방서,119구조대,전북특별자치도 완주군 삼례읍 삼봉로 518,
전북소방본부,완주소방서,고산119안전센터,전북특별자치도 완주군 고산면 고산로 49,"완주군 고산면, 완주군 화산면, 완주군 운주면, 완주군 동상면, 완주군 비봉면, 완주군 경천면"
전북소방본부,완주소방서,봉동119안전센터,전북특별자치도 완주군 삼례읍 삼봉로 518,"완주군 봉동읍, 완주군 용진읍, 완주군 소양면, 삼례읍 수계리, 삼례읍 신탁리"
전북소방본부,완주소방서,삼례119안전센터,전북특별자치도 완주군 삼례읍 삼례역로 27,완주군 삼례읍 
전북소방본부,완주소방서,상관119지역대,전북특별자치도 완주군 상관면 신리로 170,완주군 상관면
전북소방본부,완주소방서,소양119지역대,전북특별자치도 완주군 소양면 소양로 228,완주군 소양면
전북소방본부,완주소방서,운주119지역대,"전북특별자치도 완주군 운주면 장선리 160-3 ,160-9",완주군 운주면
전북소방본부,완주소방서,혁신119안전센터,전북특별자치도 완주군 이서면 지사제2로 12,완주군 이서면
전북소방본부,완주소방서,화산119지역대,전북특별자치도 완주군 화산면 화산로 830-14,완주군 화산면 
전북소방본부,익산소방서,119구조대,전북특별자치도 익산시 무왕로 1338,
전북소방본부,익산소방서,공단119안전센터,전북특별자치도 익산시 선화로 429,"익산시 신흥동, 익산시 금강동, 익산시 영등1동"
전북소방본부,익산소방서,금마119안전센터,전북특별자치도 익산시 금마면 미륵사지로 130,"익산시 금마면, 익산시 삼기면"
전북소방본부,익산소방서,망성119지역대,전북특별자치도 익산시 망성면 안성로 726,"익산시 망성면, 익산시 낭산면"
전북소방본부,익산소방서,모현119안전센터,전북특별자치도 익산시 배산로 181,"익산시 송학동, 익산시 모현동, 익산시 현영동, 익산시 만석동, 익산시 오산면 "
전북소방본부,익산소방서,신동119안전센터,전북특별자치도 익산시 인북로 397,"익산시 중앙동, 익산시 남중동, 익산시 창인동, 익산시 신동, 익산시 신용동"
전북소방본부,익산소방서,왕궁119지역대,전북특별자치도 익산시 왕궁면 국가식품로 116,익산시 왕궁면 
전북소방본부,익산소방서,용동119지역대,전북특별자치도 익산시 용동면 용동1길 74,"익산시 용동면, 익산시 용안면 "
전북소방본부,익산소방서,인화119안전센터,전북특별자치도 익산시 목천로 301,"익산시 인화동, 익산시 평화동, 익산시 목천동, 익산시 석탄동, 익산시 갈산동, 익산시 주현동, 익산시 마동, 익산시 동산동, 익산시 춘포면 "
전북소방본부,익산소방서,팔봉119안전센터,전북특별자치도 익산시 무왕로 1338,"익산시 팔봉동, 익산시 석암동, 익산시 석왕동, 익산시 은기동, 익산시 용제동, 익산시 덕기동, 익산시 정족동, 익산시 임상동, 익산시 부송동, 익산시 어양동, 익산시 영등2동"
전북소방본부,익산소방서,함열119안전센터,전북특별자치도 익산시 함열읍 함열중앙로 133,익산시 함열읍 
전북소방본부,익산소방서,황등119지역대,전북특별자치도 익산시 황등면 황등서로 55,익산시 황등면 
전북소방본부,임실소방서,119구조대,전북특별자치도 임실군 임실읍 감천로 33,
전북소방본부,임실소방서,관촌119지역대,전북특별자치도 임실군 관촌면 사선10길 14,"임실군 관촌면, 임실군 신평면"
전북소방본부,임실소방서,신덕119지역대,전북특별자치도 임실군 신덕면 수지로 106,"임실군 신덕면, 임실군 운암면"
전북소방본부,임실소방서,오수119지역대,전북특별자치도 임실군 오수면 금암리 725-1,"임실군 오수면, 임실군 삼계면, 임실군 지사면"
전북소방본부,임실소방서,임실119안전센터,전북특별자치도 임실군 임실읍 감천로33,"임실군 임실읍, 임실군 성수면"
전북소방본부,임실소방서,임실119안전센터,전북특별자치도 임실군 임실읍 감천로 33,"임실군 임실읍, 임실군 성수면"
전북소방본부,장수소방서,119구조대,전북특별자치도 장수군 장수읍 호비로 42,
전북소방본부,장수소방서,번암119지역대,전북특별자치도 장수군 번암면 장수로 462,장수군 번암면
전북소방본부,장수소방서,산서119지역대,전북특별자치도 장수군 산서면 충효로 2805-2,장수군 산서면
전북소방본부,장수소방서,장계119안전센터,전북특별자치도 장수군 장계면 육십령로 136,"장수군 장계면, 장수군 천천면, 장수군 계북면, 장수군 계남면"
전북소방본부,장수소방서,장수119안전센터,전북특별자치도 장수군 장수읍 호비로 42,"장수군 장수읍, 장수군 번암면, 장수군 산서면"
전북소방본부,전주덕진소방서,금암119안전센터,전북특별자치도 전주시 덕진구 백제대로 611,"전주시 덕진구 금암동, 전주시 덕진구 덕진동1가, 전주시 덕진구 덕진동2가, 전주시 덕진구 진북동, 전주시 덕진구 인후동2가, 전주시 덕진구 우아동3가"
전북소방본부,전주덕진소방서,아중119안전센터,전북특별자치도 전주시 덕진구 진버들4길 16,"전주시 덕진구 우아동1가, 전주시 덕진구 우아동2가, 전주시 덕진구 우아동3가, 전주시 덕진구 산정동, 전주시 덕진구 금상동, 전주시 덕진구 인후동1가"
전북소방본부,전주덕진소방서,전미119안전센터,전북특별자치도 전주시 덕진구 과학로 144,"전주시 덕진구 전미동1가, 전주시 덕진구 전미동 2가, 전주시 덕진구 송천동1가, 전주시 덕진구 송천동 2가, 전주시 덕진구 호성동1가, 전주시 덕진구 호성동2가, 전주시 덕진구 호성동3가 "
전북소방본부,전주덕진소방서,팔복119안전센터,전북특별자치도 전주시 덕진구 온고을로 430,"전주시 덕진구 팔복동1가, 전주시 덕진구 팔복동2가, 전주시 덕진구 팔복동3가, 전주시 덕진구 팔복동4가, 전주시 덕진구 만성동, 전주시 덕진구 여의동, 전주시 덕진구 장동, 전주시 덕진구 중동 "
전북소방본부,전주완산소방서,119구조대,전북특별자치도 전주시 완산구 거마평로 73,
전북소방본부,전주완산소방서,교동119안전센터,전북특별자치도 전주시 완산구 경기전길 183,"전주시 완산구 풍남동, 전주시 완산구 중앙동, 전주시 완산구 전동, 전주시 완산구 다가동1가, 전주시 완산구 다가동2가, 전주시 완산구 다가동3가, 전주시 완산구 경원동, 전주시 완산구 중노송동, 전주시 완산구 남노송동, 전주시 완산구 교동, 전주시 완산구 동서학동, 전주시 완산구 대성동, 전주시 완산구 색장동"
전북소방본부,전주완산소방서,교동119안전센터,전북특별자치도 전주시 완산구 경기전길 183,"전주시 완산구 풍남동, 전주시 완산구중앙동, 전주시 완산구 전동, 전주시 완산구 다가동1가, 전주시 완산구 다가동2가, 전주시 완산구 다가동3가, 전주시 완산구 경원동, 전주시 완산구 중노송동, 전주시 완산구 남노송동, 전주시 완산구 교동, 전주시 완산구 동서학동, 전주시 완산구 대성동, 전주시 완산구 색장동 "
전북소방본부,전주완산소방서,서부119안전센터,전북특별자치도 전주시 완산구 우전로 228,"전주시 완산구 삼천동3가, 전주시 완산구 효자동2가, 전주시 완산구 효자동3가, 전주시 완산구 상림동 "
전북소방본부,전주완산소방서,전주완산소방서 소방장비보관센터,전북특별자치도 전주시 완산구 관선4길 38,
전북소방본부,전주완산소방서,평화119안전센터,전북특별자치도 전주시 완산구 평화로 105,"전주시 완산구 평화동1가, 전주시 완산구 석구동, 전주시 완산구 원당동, 전주시 완산구 서서학동 "
전북소방본부,전주완산소방서,효자119안전센터,전북특별자치도 전주시 완산구 거마평로 73,"전주시 완산구 삼천동1, 전주시 완산구 삼천동2가, 전주시 완산구 중인동, 전주시 완산구 용복동, 전주시 완산구 중화산동, 전주시 완산구 효자동1가, 전주시 완산구 효자동2가, 전주시 완산구 동완산동, 전주시 완산구 서완산동 "
전북소방본부,정읍소방서,119구조대,전북특별자치도 정읍시 서부산업도로 507-5,
전북소방본부,정읍소방서,시기119안전센터,전북특별자치도 정읍시 정읍남로 1421,"정읍시 장명동, 정읍시 시기동, 정읍시 초산동, 정읍시 내장상동, 정읍시 입암면"
전북소방본부,정읍소방서,신태인119안전센터,전북특별자치도 정읍시 신태인읍 정신로 1241,"정읍시 신태인읍, 정읍시 태인면, 정읍시 감곡면, 정읍시 정우면, 정읍시 옹동면"
전북소방본부,정읍소방서,영원119안전센터,전북특별자치도 정읍시 영원면 영원로 1048,"정읍시 영원면, 정읍시 덕천면, 정읍시 고부면, 정읍시 이평면, 정읍시 소성면"
전북소방본부,정읍소방서,칠보119안전센터,전북특별자치도 정읍시 칠보면 태산로 2165,"정읍시 칠보면, 정읍시 산내면, 정읍시 산외면, 정읍시 옹동면"
전북소방본부,진안소방서,119구조대,전북특별자치도 진안군 진안읍 쇠징계로 9,
전북소방본부,진안소방서,동향119지역대,전북특별자치도 진안군 동향면 하양지 1길2,진안군 동향면 
전북소방본부,진안소방서,마령119안전센터,전북특별자치도 진안군 마령면 임진로 2077-24,"진안군 마령면, 진안군 성수면, 진안군 백운면, 진안군 부귀면"
전북소방본부,진안소방서,부귀119지역대,전북특별자치도 진안군 부귀면 부귀로 304-7,진안군 부귀면
전북소방본부,진안소방서,안천119지역대,전북특별자치도 진안군 안천면 진무로 2988,"진안군 안천면, 진안군 용담면"
전북소방본부,진안소방서,주천119지역대,전북특별자치도 진안군 주천면 주양리 437-10,"진안군 주천면, 진안군 정천면"
전북소방본부,진안소방서,진안119안전센터,전북특별자치도 진안군 진안읍 쇠징계로 9,"진안군 진안읍, 진안군 용담면, 진안군 안천면, 진안군 동향면, 진안군 상전면, 진안군 정천면, 진안군 주천면"
전북소방본부,정읍소방서,하북119안전센터,전북특별자치도 정읍시 서부산업도로 507-5,"정읍시 연지동, 정읍시 하북동, 정읍시 수성동, 정읍시 흑암동, 정읍시 정일동, 정읍시 용계동, 정읍시 공평동, 정읍시 농소동, 정읍시 영파동, 정읍시 망제동, 정읍시 장명동, 정읍시 구룡동, 정읍시 북면"
전북소방본부,익산소방서,함라119지역대,전북특별자치도 익산시 함라면 함안로 392,"익산시 함라면, 익산시 웅포면, 익산시 성당면 "
제주소방안전본부,제주동부소방서,119구조대,제주특별자치도 서귀포시 성산읍 일주동로4120번길 7
제주소방안전본부,제주동부소방서,구좌119안전센터,제주특별자치도 제주시 구좌읍 세화14길 8,"제주시 구좌읍, 제주시 구좌읍 김녕리, 제주시 구좌읍 동복리, 제주시 구좌읍 월정리, 제주시 구좌읍 덕천리"
제주소방안전본부,제주동부소방서,남원119안전센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,서귀포시 남원읍
제주소방안전본부,제주동부소방서,삼도119안전센터,제주특별자치도 제주시 탑동로 101,"제주시 삼도2동, 제주시 용담1동, 제주시 용담2동"
제주소방안전본부,제주동부소방서,성산119안전센터,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,서귀포시 성산읍
제주소방안전본부,제주동부소방서,아라119안전센터,제주특별자치도 제주시 사송길 116,"제주시 아라1동, 제주시 아라2동, 제주시 영평동, 제주시 월평동, 제주시 용강동"
제주소방안전본부,제주동부소방서,연동119안전센터,제주특별자치도 제주시 문송길 14,제주시 연동
제주소방안전본부,제주동부소방서,오라119안전센터,제주특별자치도 제주시 서광로2길 24,"제주시 오라동, 제주시 삼도1동"
제주소방안전본부,제주동부소방서,외도119안전센터,제주특별자치도 제주시 통물길 75,"제주시 이호동, 제주시 외도동, 제주시 도두동"
제주소방안전본부,제주동부소방서,이도119안전센터,제주특별자치도 제주시 중앙로 342(이도이동),"제주시 이도1동, 제주시 이도2동, 제주시 오등동"
제주소방안전본부,제주동부소방서,조천119안전센터,제주특별자치도 제주시 조천읍 신북로 337,제주시 조천읍
제주소방안전본부,제주동부소방서,표선119안전센터,제주특별자치도 서귀포시 표선면 표선관정로 39-16,서귀포시 표선면 성읍리
제주소방안전본부,제주동부소방서,항만119안전센터,제주 제주시 임항로 146,"제주시 일도1동, 제주시 일도2동, 제주시 건입동, 제주시 추자면"
제주소방안전본부,제주동부소방서,화북119안전센터,제주특별자치도 제주시 동화로1길 3,"제주시 화북동, 제주시 삼양동, 제주시 회천동, 제주시 봉개동"
제주소방안전본부,제주서귀포소방서,119구조대,제주특별자치도 서귀포시 서호남로 20(법환동)
제주소방안전본부,제주서귀포소방서,대신119안전센터,제주특별자치도 서귀포시 서호남로 20(법환동),"서귀포시 대륜동, 서귀포시 대천동"
제주소방안전본부,제주서귀포소방서,동홍119안전센터,제주특별자치도 서귀포시 서홍로 14,"서귀포시 정방동, 서귀포시 중앙동, 서귀포시 천지동, 서귀포시 동홍동, 서귀포시 서홍동, 서귀포시 송산동"
제주소방안전본부,제주서귀포소방서,중문119안전센터,제주특별자치도 서귀포시 일주서로 669,"서귀포시 중문동, 서귀포시 예례동"
제주소방안전본부,제주서귀포소방서,효돈119안전센터,제주특별자치도 서귀포시 일주동로 8234,"서귀포시 효돈동, 서귀포시 영천동, 서귀포시 보목동"
제주소방안전본부,제주서부소방서,119구조대,제주특별자치도 제주시 한림읍 한림중앙로 150
제주소방안전본부,제주서부소방서,대정119안전센터,제주특별자치도 서귀포시 대정읍 일주서로 2717,서귀포시 대정읍
제주소방안전본부,제주서부소방서,안덕119안전센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,서귀포시 안덕면 
제주소방안전본부,제주서부소방서,애월119안전센터,제주특별자치도 제주시 애월읍 일주서로 6513,제주시 애월읍
제주소방안전본부,제주서부소방서,영어교육도시119안전센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,"제주시 한경면 청수리, 서귀포시 대정읍, 서귀포시 안덕면"
제주소방안전본부,제주서부소방서,한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218,제주시 한경면
제주소방안전본부,제주서부소방서 한경119안전센터,제주서부소방서 한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218 한경119센터,제주시 한경면 
제주소방안전본부,제주소방서,119구조대,제주특별자치도 제주시 중앙로 342 제주소방서
제주소방안전본부,제주소방서,노형119안전센터,제주특별자치도 제주시 광평동로 2,제주시 노형동
충남소방본부,계룡소방서,119구조대,충청남도 계룡시 엄사면 문화로32,
충남소방본부,계룡소방서,두마119안전센터,충청남도 계룡시 두마면 사계로 170,"계룡시 금암동, 계룡시 두마면"
충남소방본부,계룡소방서,엄사119안전센터,충청남도 계룡시 엄사면 문화로32,"계룡시 엄사면, 계룡시 신도안면"
충남소방본부,공주소방서,119구조대,충청남도 공주시 무령로 55,
충남소방본부,공주소방서,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,"공주시 이인면, 공주시 계룡면, 공주시 탄천면"
충남소방본부,공주소방서,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,공주시 반포면
충남소방본부,공주소방서,신관119안전센터,충청남도 공주시 의당로 31,"공주시 의당면, 공주시 신관동, 공주시 월송동"
충남소방본부,공주소방서,우성119지역대,충청남도 공주시 우성면 동대리길 54,
충남소방본부,공주소방서,웅진119안전센터,충청남도 공주시 무령로 55,"공주시 중학동, 공주시 웅진동, 공주시 금학동, 공주시 옥룡동, 공주시 우성면"
충남소방본부,공주소방서,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,"공주시 유구읍, 공주시 신풍면, 공주시 시곡면"
충남소방본부,공주소방서,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,공주시 정안면
충남소방본부,공주소방서,탄천119지역대,충청남도 공주시 탄천면 통산로 182-3,
충남소방본부,금산소방서,119구조대,충청남도 금산군 금산읍 삼풍로 2,
충남소방본부,금산소방서,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,"금산군 금산읍, 금산군 금성면, 금산군 제원면, 금산군 부리면, 금산군 남일면, 금산군 남이면 구석리, 금산군 남이면 대양리, 금산군 남이면 매곡리, 금산군 남이면 상금리, 금산군 남이면 석동리, 금산군 남이면 성곡리, 금산군 남이면 역평리, 금산군 남이면 하금리, 금산군 남이면 흑암리"
충남소방본부,금산소방서,남이119지역대,충청남도 금산군 남이면 진악로 54,금산군 남이면
충남소방본부,금산소방서,복진119안전센터,충청남도 금산군 진산면 읍내로 47-1,"금산군 진산면, 금산군 복수면, 금산군 남이면 건천리"
충남소방본부,금산소방서,제원119지역대,충청남도 금산군 제원면 군북로 11,금산군 제원면
충남소방본부,금산소방서,추부119안전센터,충청남도 금산군 추부면 삼육로 47,"금산군 추부면, 금산군 군북면"
충남소방본부,논산소방서,119구조대,충청남도 논산시 내동 499,
충남소방본부,논산소방서,강경119안전센터,충청남도 논산시 강경읍 동안로 3,"논산시 강경읍, 논산시 성동면, 논산시 채운면"
충남소방본부,논산소방서,내동119안전센터,충청남도 논산시 대학로 17,"논산시 내동, 논산시 지산동, 논산시 관촉동, 논산시 등화동, 논산시 강산동, 논산시 은진면, 논산시 부적면"
충남소방본부,논산소방서,반월119안전센터,충청남도 논산시 해월로 155,"논산시 화지동, 논산시 반월동, 논산시 덕지동, 논산시 대교동, 논산시 광석면, 논산시 노성면, 논산시 상월면"
충남소방본부,논산소방서,벌곡119지역대,충청남도 논산시 벌곡면 황룡재로 594,논산시 벌곡면
충남소방본부,논산소방서,상월119지역대,충청남도 논산시 상월면 백일헌로 1087,논산시 상월면
충남소방본부,논산소방서,양촌119지역대,충청남도 논산시 매죽헌로 1665번길 27,논산시 양촌면
충남소방본부,논산소방서,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,"논산시 연무읍, 논산시 가야곡면"
충남소방본부,논산소방서,연산119안전센터,충청남도 논산시 연산면 관창로 54,"논산시 연산면, 논산시 벌곡면, 논산시 양촌면"
충남소방본부,당진소방서,119구조대,충청남도 당진시 역천로 838,
충남소방본부,당진소방서,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,"당진시 시곡동, 당진시 송악읍 기지시리, 당진시 송악읍 가교리, 당진시 송악읍 가학리, 당진시 송악읍 반촌리, 당진시 송악읍 금곡리, 당진시 송악읍 봉교리, 당진시 송악읍영천리, 당진시 송악읍 본당리, 당진시 송악읍 청금리, 당진시 송악읍 광명리, 당진시 송악읍 방계리, 당진시 송산면 상거리, 당진시 송산면 매곡리, 당진시 송산면 부곡리, 당진시 송산면 금암리, 당진시 송산면 당산리, 당진시 송산면 송석리"
충남소방본부,당진소방서,당진119안전센터,충청남도 당진시 역천로 838,"당진시 당진1동, 당진시 당진2동, 당진시 우두동, 당진시 원당동, 당진시 정미면, 당진시 대호지면"
충남소방본부,당진소방서,면천119지역대,충청남도 당진시 면천면 면천로 623-59,당신지 면천면
충남소방본부,당진소방서,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,"당진시 석문면, 당진시 고대면"
충남소방본부,당진소방서,소방정대,충청남도 당진시 송악읍 고대공단2길 79-25,
충남소방본부,당진소방서,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,"당진시 송악읍 전대리, 당진시 송악읍 도원리, 당진시 송악읍 복운리,  당진시 송악읍 중흥리, 당진시 송악읍 오곡리, 당진시 송악읍 부곡리, 당진시 송악읍 한진리, 당진시 송악읍 고대리, 당진시 송악읍 월곡리, 당진시 송악읍 정곡리, 당진시 송악읍 석포리, 당진시 송산면 명산리, 당진시 송산면 도문리, 당진시 송산면 삼월리, 당진시 송산면 무수리, 당진시 송산면 유곡리, 당진시 송산면 동곡리, 당진시 송산면 가곡리"
충남소방본부,당진소방서,순성119지역대,충청남도 당진시 남부로 1147,당신지 순성면
충남소방본부,당진소방서,신평119안전센터,충청남도 당진시 신평면 신평길 133,"당진시 신평면, 당진시 우강면"
충남소방본부,당진소방서,합덕119안전센터,충청남도 당진시 우강면 중방로 2,"당진시 합덕읍, 당진시 면천면, 당진시 순성면"
충남소방본부,보령소방서,119구조대, 충청남도 보령시 성주산로 63,
충남소방본부,보령소방서,명천119안전센터,충청남도 보령시 성주산로 63,"보령시 대천1동, 보령시 대천2동, 보령시 대천3동, 보령시 대천4동, 보령시 내항동, 보령시 청라면, 보령시 성주면"
충남소방본부,보령소방서,신흑119안전센터,충청남도 보령시 대천항로 205,"보령시 신흑동, 보령시 요암동, 보령시 남곡동, 보령시 남포면, 보령시 오천면 원산도리"
충남소방본부,보령소방서,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,"보령시 오천면, 보령시 천북면"
충남소방본부,보령소방서,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,"보령시 웅천읍, 보령시 주산면, 보령시 미산면"
충남소방본부,보령소방서,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,"보령시 주포면, 보령시 주교면, 보령시 청소면"
충남소방본부,부여소방서,119구조대,충청남도 부여군 규암면 계백로 17,
충남소방본부,부여소방서,백제119안전센터,충청남도 부여군 규암면 계백로17,"부여군 규암면, 부여군 은산면, 부여군 장암면"
충남소방본부,부여소방서,사비119안전센터,충청남도 부여군 부여읍 북포로 29,"부여군 부여읍, 부여군 석성면, 부여군 초촌면"
충남소방본부,부여소방서,외산119안전센터,충청남도 부여군 외산면 만수로 235,"부여군 외산면, 부여군 내산면, 부여군 구룡면"
충남소방본부,부여소방서,임천119안전센터,충청남도 부여군 임천면 성흥로179번길1,"부여군 임천면, 부여군 충화면, 부여군 양화면, 부여군 세도면"
충남소방본부,부여소방서,홍산119안전센터,충청남도 부여군 홍산면 북토로 89,"부여군 홍산면, 부여군 옥산면, 부여군 남면"
충남소방본부,서산소방서,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,서산시 대산읍
충남소방본부,서산소방서,119구조대,충청남도 서산시 예천동 496-16,
충남소방본부,서산소방서,동부119안전센터,충청남도 서산시 학동3로 52,"서산시 음암면, 서산시 동문1동, 서산시 동문2동"
충남소방본부,서산소방서,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,"서산시 부석면, 서산시 인지면"
충남소방본부,서산소방서,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,"서산시 성연면, 서산시 팔봉면, 서산시 지곡면"
충남소방본부,서산소방서,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,"서산시 부춘동, 서산시 석남동, 서산시 수석동"
충남소방본부,서산소방서,운산119지역대,충청남도 서신시 운정로 15,서산시 운산면
충남소방본부,서산소방서,음암119지역대,충청남도 서산시 도당큰말길 6-16,서산시 음암면
충남소방본부,서산소방서,해미119안전센터,충청남도 서산시 해미면 성지3길 29,"서산시 해미면, 서산시 운산면, 서산시 고북면"
